4765364386,375
3530404094,343
41634520,288
232901331,254
2981776113,200
18643437,188
2451476942,167
275276082,156
462104542,143
594886554,134
800086706678419456,126
18247062,113
1424605753,108
272064857,100
1018425398869282817,99
375721095,96
1191935744220246016,96
839099917121511425,92
859592034,89
29398579,88
499230066,81
829717519,81
878916812,81
1904739704,77
861186587144577025,72
1225779630,72
1121554471,72
1000141948269678592,71
22240612,69
2923411356,66
1153042794375712770,66
815552224046829568,60
23023227,60
298633547,57
11134252,56
895286614431346688,56
27522964,56
1886468286,56
187022370,56
26028938,55
2333707213,52
424664120,52
1106312355267469312,52
864934909961523200,49
899115298997055491,48
58691526,47
138889809,46
592730371,45
162301746,45
3775360879,43
965259182,42
16936686,42
1023362107,42
83182871,42
975217231,41
2176476241,40
3394053112,40
752214001,40
19422491,39
413513361,39
1219007111239282688,39
1162682346094522370,38
920006546829975553,37
123617604,37
2757833205,37
3192962633,37
923368757803847680,36
631310817,36
56491860,35
16585101,35
39743812,35
435704007,34
115279420,34
43596406,34
562255311,34
959856286061006848,34
414223436,33
2950103415,33
1697365488,33
822510151642923009,32
186562905,32
17980523,32
1194770389634895873,32
1026684533364547594,31
1118205222726307842,31
403647191,31
1215417589414821889,31
734168909553766405,31
125128723,30
764261361044037632,30
1134666552718925824,30
822901284655210497,29
1176477972515213312,29
3155188814,29
997312910748680192,29
1674315427,28
1274690550,28
1096854816423170048,28
1134618385495527425,28
234497162,27
38495835,27
29873671,27
94120026,27
1134783407223975937,27
73928096,27
561310591,26
69557688,26
2748355923,26
2413821780,26
16279880,26
40899671,26
870468896255385601,26
802121664,26
586707638,26
803017539903029248,26
1398479138,25
4665676362,25
477174486,25
1199522589573554176,24
1229160464,24
71869296,24
49023129,24
446228264,24
3041775900,23
898577623885819904,23
897210765949648896,23
341194704,23
347586568,23
16269666,23
23360808,23
3314383418,22
24787367,22
769739202963517440,22
1478430702,22
811308998108573696,22
782018153207431168,22
1010682068131557376,22
406483952,21
2369910918,21
14377605,21
1199631548095619072,21
11454572,21
711267839,21
3507100335,21
1071493866489044993,21
116356889,21
266237495,21
806168918754660352,21
348113898,21
21150492,21
1148711615686160384,21
1134691864425033730,21
966716807452258304,21
19130146,21
875017115979403264,20
57431771,20
19329393,20
1168793817148821504,20
41160276,20
43753976,20
1196926455990632449,20
18266688,20
47957425,20
92928883,20
25251653,20
725064846056640512,20
826339456223498240,20
1088817055602757633,20
2248093283,20
921880207870459904,20
1162759864939999237,20
2725865306,20
3283495219,20
2433154158,19
